Comments,Processed Comments
"grabe ang impact ng pandemic sa learning ng mga bata, years of setback","['grabe ang impact ng pandemic sa learning ng mga bata, years of setback']"
"sana mag-invest ng malaki ang gobyerno sa education, that is the real investment sa kinabukasan","['sana mag-invest ng malaki ang gobyerno sa education, that is the real investment sa kinabukasan']"
"ang daming out of school youth, we need programs para maabot sila","['ang daming out of school youth, we need programs para maabot sila']"
hindi fair na ang kalidad ng education ay nakadepende kung saan ka nakatira o kung may pera ang pamilya mo,['hindi fair na ang kalidad ng education ay nakadepende kung saan ka nakatira o kung may pera ang pamilya mo']
I'm giving this administration a chance pero sana hindi lang salita ang programa,"['I'm giving this administration a chance', 'pero sana hindi lang salita ang programa']"
"grabe ang rice prices ngayon, what happened to the promise of affordable rice?🙄","['grabe ang rice prices ngayon, what happened to the promise of affordable rice?🙄']"
"hindi ko masabi na okay o hindi ang performance ng admin, pero marami pa dapat gawin","['hindi ko masabi na okay o hindi ang performance ng admin, pero marami pa dapat gawin']"
"yung mga defenders ay kulang sa kritisismo, blind support is not patriotism","['yung mga defenders ay kulang sa kritisismo, blind support is not patriotism']"
I voted for change and I hope the change is real hindi lang branding,['I voted for change and I hope the change is real hindi lang branding']
"ang daming nagrereklamo pero wala namang alternative na inaalok, easy to criticize hard to govern","['ang daming nagrereklamo', 'pero wala namang alternative na inaalok, easy to criticize hard to govern']"
sana mabigyan ng pagkakataon ang bagong administrasyon bago husgahan,['sana mabigyan ng pagkakataon ang bagong administrasyon bago husgahan']
"the economy is struggling and we need real solutions, not just press releases","['the economy is struggling and we need real solutions, not just press releases']"
"grabe ang utang ng bansa, we need fiscal responsibility not more borrowing","['grabe ang utang ng bansa, we need fiscal responsibility not more borrowing']"
"I hope the promises during campaign are not just promises, the people are watching","['I hope the promises during campaign are not just promises, the people are watching']"
"grabe ang traffic sa EDSA, it never gets better kahit anong proyekto ang ginagawa","['grabe ang traffic sa EDSA, it never gets better kahit anong proyekto ang ginagawa']"
"I spend 3 hours commuting every day, this is not a quality of life","['I spend 3 hours commuting every day, this is not a quality of life']"
"bakit ang tagal ng MRT repair, years na since sinabi nilang aayusin","['bakit ang tagal ng MRT repair, years na since sinabi nilang aayusin']"
ang jeepney modernization is a good idea in theory pero yung implementation ay palpak,"['ang jeepney modernization is a good idea in theory', 'pero yung implementation ay palpak']"
"hindi maayos ang public transportation so lahat ng may pera bumibili ng kotse, mas lalo pang nag-traffic","['hindi maayos ang public transportation so lahat ng may pera bumibili ng kotse, mas lalo pang nag-traffic']"
ang daming infra projects pero bakit hindi pa rin nararamdaman ng commuters ang improvement,"['ang daming infra projects', 'pero bakit hindi pa rin nararamdaman ng commuters ang improvement']"
"grabe ang buhay ng mga driver, kumikita lang sila ng konti pero ang daming bayarin","['grabe ang buhay ng mga driver, kumikita lang sila ng konti', 'pero ang daming bayarin']"
"sana may dedicated bike lane sa lahat ng major roads, mas sustainable at hindi matrapiko","['sana may dedicated bike lane sa lahat ng major roads, mas sustainable at hindi matrapiko']"
"I tried the new train line and it's actually okay, sana palawakin pa","['I tried the new train line and it's actually okay, sana palawakin pa']"
ang gobyerno should invest in mass transport not in roads na para lang sa kotse,['ang gobyerno should invest in mass transport not in roads na para lang sa kotse']
"grabe ang sakripisyo ng mga OFW, they leave their families para lang may magawa para sa kanila","['grabe ang sakripisyo ng mga OFW, they leave their families para lang may magawa para sa kanila']"
"I'm an OFW and I miss home every single day, pero walang choice kasi wala dito","['I'm an OFW and I miss home every single day, pero walang choice', 'kasi wala dito']"
"ang problema ay kapag nauwi ang OFW, walang maayos na livelihood na naghihintay sa kanila dito","['ang problema ay kapag nauwi ang OFW, walang maayos na livelihood na naghihintay sa kanila dito']"
"dapat protektahan ng gobyerno ang mga OFW, hindi lang bilang remittance machines","['dapat protektahan ng gobyerno ang mga OFW, hindi lang bilang remittance machines']"
nakakainis na ang sektor na nagpapatakbo ng ekonomiya ay hindi enough ang support ng gobyerno,['nakakainis na ang sektor na nagpapatakbo ng ekonomiya ay hindi enough ang support ng gobyerno']
"yung mga abuso sa abroad ay nakakaiyak, sana mas malakas ang proteksyon ng POEA","['yung mga abuso sa abroad ay nakakaiyak, sana mas malakas ang proteksyon ng POEA']"
grabe ang baon ng utang ng mga nagpunta abroad para makarating lang doon,['grabe ang baon ng utang ng mga nagpunta abroad para makarating lang doon']
I admire the resilience ng mga OFW pero sana hindi na kailangan pa nilang mag-OFW,"['I admire the resilience ng mga OFW', 'pero sana hindi na kailangan pa nilang mag-OFW']"
"ang pangarap lang namin ay mapabuti ang buhay ng pamilya, simple lang pero ang hirap abutin","['ang pangarap lang namin ay mapabuti ang buhay ng pamilya, simple lang', 'pero ang hirap abutin']"
sana dumating ang araw na hindi na kailangan mag-abroad para may magandang kinabukasan,['sana dumating ang araw na hindi na kailangan mag-abroad para may magandang kinabukasan']
"grabe ang viral video na yon, nakakaiyak talaga. hope the family gets the help they need","['grabe ang viral video na yon, nakakaiyak talaga. hope the family gets the help they need']"
"yung trending ngayon sa twitter is actually important, hindi lang showbiz chika","['yung trending ngayon sa twitter is actually important, hindi lang showbiz chika']"
"ang dami nang nagsasabi ng fake news, please verify bago i-share🙂","['ang dami nang nagsasabi ng fake news, please verify bago i-share🙂']"
nakakatawa yung meme but if you think about it deep ang message,['nakakatawa yung meme but if you think about it deep ang message']
"I saw this on tiktok and I had to share, this is the kind of content na kailangan natin","['I saw this on tiktok and I had to share, this is the kind of content na kailangan natin']"
"grabe ang hate comments sa post na yon, cyberbullying is real and it hurts people😔😔","['grabe ang hate comments sa post na yon, cyberbullying is real and it hurts people😔😔']"
"sana ma-educate ang mga Pilipino sa media literacy, marami pa ring nabibiktima ng disinformation","['sana ma-educate ang mga Pilipino sa media literacy, marami pa ring nabibiktima ng disinformation']"
"ang power ng social media to mobilize people is amazing, look at what happened","['ang power ng social media to mobilize people is amazing, look at what happened']"
"hindi natin dapat gawing platform ng hate ang social media, it should connect us not divide","['hindi natin dapat gawing platform ng hate ang social media, it should connect us not divide']"
"yung influencer na yon is problematic, pero ang daming sumusuporta pa rin. baffling","['yung influencer na yon is problematic, pero ang daming sumusuporta pa rin. baffling']"
"grabe si Carlos Yulo, pride of the Philippines talaga. what an athlete","['grabe si Carlos Yulo, pride of the Philippines talaga. what an athlete']"
sana suportahan ng gobyerno ang mga atleta natin hindi lang kapag may medal na,['sana suportahan ng gobyerno ang mga atleta natin hindi lang kapag may medal na']
"ang sarap panoorin ng Gilas, they're getting better every tournament","['ang sarap panoorin ng Gilas, they're getting better every tournament']"
I'm not really into sports pero pag Pilipino ang naglalaro automatic supporter,"['I'm not really into sports', 'pero pag Pilipino ang naglalaro automatic supporter']"
"grabe ang performance nila, they left everything on the court. proud ng Pilipinas","['grabe ang performance nila, they left everything on the court. proud ng Pilipinas']"
"sana mapabuti pa ng programa ng sports sa schools, maraming talented kids na walang support","['sana mapabuti pa ng programa ng sports sa schools, maraming talented kids na walang support']"
"grabe ang discrimination sa sports ay real, sana mawala na ito","['grabe ang discrimination sa sports ay real, sana mawala na ito']"
"nanonood ako kahit mahirap yung game, this is what entertainment should feel like","['nanonood ako kahit mahirap yung game, this is what entertainment should feel like']"
"sana ma-qualify tayo sa World Cup, one day mangyayari yan","['sana ma-qualify tayo sa World Cup, one day mangyayari yan']"
"yung bagong pelikula ay masarap panoorin, go support local films guys","['yung bagong pelikula ay masarap panoorin, go support local films guys']"
"grabe ang talent ng mga bagong artists ngayon, the industry is in good hands","['grabe ang talent ng mga bagong artists ngayon, the industry is in good hands']"
"I stopped watching that show because the storyline is too toxic, hindi healthy","['I stopped watching that show because the storyline is too toxic, hindi healthy']"
"nakakainis yung cancel culture, sometimes people deserve second chances","['nakakainis yung cancel culture, sometimes people deserve second chances']"
"ang daming Pinoy content creators abroad na kinikilala internationally, proud","['ang daming Pinoy content creators abroad na kinikilala internationally, proud']"
"grabe ang hype sa concert, nagka-sold out agad. sana accessible ang tickets para sa lahat","['grabe ang hype sa concert, nagka-sold out agad. sana accessible ang tickets para sa lahat']"
"yung celebrity feud ay overblown ng media, there are more important issues","['yung celebrity feud ay overblown ng media, there are more important issues']"
I appreciate na may Pinoy films na internationally recognized na ngayon,['I appreciate na may Pinoy films na internationally recognized na ngayon']
"grabe ang banat ng netizens, everyone is a critic on social media","['grabe ang banat ng netizens, everyone is a critic on social media']"
sana mag-invest ang mga producers sa quality content hindi lang teleserye formula,['sana mag-invest ang mga producers sa quality content hindi lang teleserye formula']
"grabe ang init ngayon, climate change is no longer a future problem it's now","['grabe ang init ngayon, climate change is no longer a future problem it's now']"
"nakakaiyak ang mga coral reefs na nasisira, we're destroying our own food source😭😭","['nakakaiyak ang mga coral reefs na nasisira, we're destroying our own food source😭😭']"
I started segregating waste at home and I encourage others to do the same,['I started segregating waste at home and I encourage others to do the same']
"ang single-use plastics should be banned na, magastos sa planet at sa atin","['ang single-use plastics should be banned na, magastos sa planet at sa atin']"
"grabe ang air pollution sa Metro Manila, need na ng stricter enforcement","['grabe ang air pollution sa Metro Manila, need na ng stricter enforcement']"
yung mining operations na yon is destroying the environment for profit ng iilan,['yung mining operations na yon is destroying the environment for profit ng iilan']
"dapat mas maraming tree planting programs, and actually monitor kung nabubuhay ang mga puno","['dapat mas maraming tree planting programs, and actually monitor kung nabubuhay ang mga puno']"
"nakakalungkot ang nangyayari sa Palawan, one of the most beautiful places in the world","['nakakalungkot ang nangyayari sa Palawan, one of the most beautiful places in the world']"
"I went to the beach and nakita ko ang daming basura, ang sakit sa puso","['I went to the beach and nakita ko ang daming basura, ang sakit sa puso']"
"sana mag-invest ang Pinas sa renewable energy, we have so much sun and wind","['sana mag-invest ang Pinas sa renewable energy, we have so much sun and wind']"
"grabe ang unemployment rate, graduates na walang makitang trabaho kahit may degree","['grabe ang unemployment rate, graduates na walang makitang trabaho kahit may degree']"
the cost of living is increasing pero ang salary ay hindi naman kasabay,"['the cost of living is increasing', 'pero ang salary ay hindi naman kasabay']"
I'm grateful I have a job pero I know so many na nag-struggle to find one,"['I'm grateful I have a job', 'pero I know so many na nag-struggle to find one']"
dapat mag-prioritize ng local industries ang gobyerno para may trabaho dito,['dapat mag-prioritize ng local industries ang gobyerno para may trabaho dito']
"grabe ang brain drain, the best and brightest are leaving and we can't blame them","['grabe ang brain drain, the best and brightest are leaving and we can't blame them']"
"sana may strong manufacturing sector tayo, hindi lang BPO ang industriya🤧","['sana may strong manufacturing sector tayo, hindi lang BPO ang industriya🤧']"
"ang negosyante sa Pinas ay burdened ng maraming taxes at requirements, kaya maraming lulugi","['ang negosyante sa Pinas ay burdened ng maraming taxes at requirements, kaya maraming lulugi']"
"grabe ang inflation, the peso is worth less and less every year","['grabe ang inflation, the peso is worth less and less every year']"
"I support small businesses, please buy local and stop buying from big corporations na walang puso","['I support small businesses, please buy local and stop buying from big corporations na walang puso']"
"ang economic policy natin needs serious reform, hindi lang tinkering sa edges","['ang economic policy natin needs serious reform, hindi lang tinkering sa edges']"
"grabe ang pressure sa mga estudyante ngayon, mental health is being ignored","['grabe ang pressure sa mga estudyante ngayon, mental health is being ignored']"
I'm a student and I struggle every day pero nobody talks about it openly,"['I'm a student and I struggle every day', 'pero nobody talks about it openly']"
"ang mental health support sa schools is almost nonexistent, we need to do better","['ang mental health support sa schools is almost nonexistent, we need to do better']"
"yung youth these days are more aware and more engaged, na-inspire ako sa kanila","['yung youth these days are more aware and more engaged, na-inspire ako sa kanila']"
I dream of a Philippines where young people don't have to leave to have a good life,['I dream of a Philippines where young people don't have to leave to have a good life']
"ang kabataan ang pag-asa ng bayan, pero kailangan nating i-support sila not just say it","['ang kabataan ang pag-asa ng bayan, pero kailangan nating i-support sila not just say it']"
"grabe ang peer pressure na nararamdaman ng mga kabataan, social media amplifies it","['grabe ang peer pressure na nararamdaman ng mga kabataan, social media amplifies it']"
"sana makilala ng mga bata ang tunay na kasaysayan ng Pilipinas, not just the sanitized version","['sana makilala ng mga bata ang tunay na kasaysayan ng Pilipinas, not just the sanitized version']"
"I'm proud of the activists and the students who speak up, they give me hope","['I'm proud of the activists and the students who speak up, they give me hope']"
"grabe ang insecurity sa ilang parts ng Pinas, hindi ba dapat safe ang bawat Pilipino","['grabe ang insecurity sa ilang parts ng Pinas, hindi ba dapat safe ang bawat Pilipino']"
"nakakainis ang impunity, parang walang accountability ang mga may kapangyarihan","['nakakainis ang impunity, parang walang accountability ang mga may kapangyarihan']"
I'm scared to go out at night and that's not how it should be,['I'm scared to go out at night and that's not how it should be']
ang war on drugs failed pero marami pa rin na naniniwala sa premise nito,"['ang war on drugs failed', 'pero marami pa rin na naniniwala sa premise nito']"
"grabe ang human rights violations, we cannot normalize this","['grabe ang human rights violations, we cannot normalize this']"
"dapat malakas ang justice system natin, hindi lang papabor sa may pera","['dapat malakas ang justice system natin, hindi lang papabor sa may pera']"
"nakakalungkot ang nangyari, another senseless death. when will this stop?","['nakakalungkot ang nangyari, another senseless death. when will this stop?']"
"I know a lot of good cops pero yung sistema ay corrupt, mahirap maniwala","['I know a lot of good cops', 'pero yung sistema ay corrupt, mahirap maniwala']"
"grabe ang red-tagging, anyone who speaks up is labeled as an enemy of the state","['grabe ang red-tagging, anyone who speaks up is labeled as an enemy of the state']"
sana dumating ang araw na safe ang lahat ng Pilipino sa sarili nilang bansa,['sana dumating ang araw na safe ang lahat ng Pilipino sa sarili nilang bansa']
"grabe ang scammers ngayon, every day may bagong scheme na sinusubukan","['grabe ang scammers ngayon, every day may bagong scheme na sinusubukan']"
"nakakatakot ang AI deepfakes, hindi mo na alam kung totoong video o hindi","['nakakatakot ang AI deepfakes, hindi mo na alam kung totoong video o hindi']"
"I got scammed once and it's traumatizing, please be careful online","['I got scammed once and it's traumatizing, please be careful online']"
"ang digital divide sa Pinas is still huge, maraming wala pa ring internet access","['ang digital divide sa Pinas is still huge, maraming wala pa ring internet access']"
"grabe ang data privacy issues, our personal data is being sold without our knowledge","['grabe ang data privacy issues, our personal data is being sold without our knowledge']"
"sana mag-regulate ng properly ang gobyerno ng big tech, hindi lang tax them","['sana mag-regulate ng properly ang gobyerno ng big tech, hindi lang tax them']"
"yung gov websites ay outdated and hard to use, e-governance is still a dream","['yung gov websites ay outdated and hard to use, e-governance is still a dream']"
"grabe ang cyberbullying cases, we need stronger laws at enforcement","['grabe ang cyberbullying cases, we need stronger laws at enforcement']"
I appreciate the fintech innovations pero sana accessible sa lahat hindi lang sa may smartphone,"['I appreciate the fintech innovations', 'pero sana accessible sa lahat hindi lang sa may smartphone']"
"ang digital literacy programs should be in the curriculum, essential skill na ngayon","['ang digital literacy programs should be in the curriculum, essential skill na ngayon']"
"grabe ang presyo ng bigas ngayon, pati ang pangunahing pagkain hindi na afford ng mahihirap","['grabe ang presyo ng bigas ngayon, pati ang pangunahing pagkain hindi na afford ng mahihirap']"
nakakainis ang rotational brownouts habang ang electric bill ay tumataas pa,['nakakainis ang rotational brownouts habang ang electric bill ay tumataas pa']
I can't believe how much my grocery bill has increased in just one year😭😭,['I can't believe how much my grocery bill has increased in just one year😭😭']
"ang inflation is hitting the poor the hardest, those with fixed income are suffering","['ang inflation is hitting the poor the hardest, those with fixed income are suffering']"
"grabe ang price of onions nung nakaraang taon, parang luxury item na ang sibuyas","['grabe ang price of onions nung nakaraang taon, parang luxury item na ang sibuyas']"
sana may malakas na regulation sa price manipulation ng mga kartelo,['sana may malakas na regulation sa price manipulation ng mga kartelo']
"yung food insecurity sa maraming Pilipino ay hindi lang statistics, it's real families","['yung food insecurity sa maraming Pilipino ay hindi lang statistics, it's real families']"
"grabe ang markup sa palengke minsan, mula farm to table ang laki ng difference","['grabe ang markup sa palengke minsan, mula farm to table ang laki ng difference']"
I started a small vegetable garden and I encourage everyone to do the same,['I started a small vegetable garden and I encourage everyone to do the same']
"sana mabigyan ng solusyon ang agricultural sector, ang daming issues mula seed to market","['sana mabigyan ng solusyon ang agricultural sector, ang daming issues mula seed to market']"
"grabe ang power ng simbahan sa pulitika natin, separation of church and state is important","['grabe ang power ng simbahan sa pulitika natin, separation of church and state is important']"
"nakakatuwa yung mga traditions natin sa Pasko, uniquely Pilipino talaga","['nakakatuwa yung mga traditions natin sa Pasko, uniquely Pilipino talaga']"
I respect all religions pero I think we should separate faith from policymaking,"['I respect all religions', 'pero I think we should separate faith from policymaking']"
ang pagmamahal ng Pilipino sa pamilya is both a strength and sometimes a weakness,['ang pagmamahal ng Pilipino sa pamilya is both a strength and sometimes a weakness']
"grabe ang bayanihan spirit na nakikita ko sa calamity times, proud to be Pinoy","['grabe ang bayanihan spirit na nakikita ko sa calamity times, proud to be Pinoy']"
"sana mapanatili natin ang mga cultural traditions, marami na ang nawawala","['sana mapanatili natin ang mga cultural traditions, marami na ang nawawala']"
"yung regionalism sa Pinas is still a thing, we need more national unity","['yung regionalism sa Pinas is still a thing, we need more national unity']"
"grabe ang colonial mentality, we still worship foreign brands and foreign skin","['grabe ang colonial mentality, we still worship foreign brands and foreign skin']"
I think the Filipino identity is strong pero we need to define it for ourselves,"['I think the Filipino identity is strong', 'pero we need to define it for ourselves']"
sana mas maraming Pilipinong proud sa sarili nilang kultura at wika,['sana mas maraming Pilipinong proud sa sarili nilang kultura at wika']
"grabe ang discrimination that women still face in workplaces, we need real equality","['grabe ang discrimination that women still face in workplaces, we need real equality']"
nakakainis ang mansplaining and the culture of dismissing women's opinions,['nakakainis ang mansplaining and the culture of dismissing women's opinions']
"I support the LGBTQ+ community, love is love at walang masama sa pagmamahal","['I support the LGBTQ+ community, love is love at walang masama sa pagmamahal']"
"ang SOGIE bill should be passed na, basic rights are not special privileges","['ang SOGIE bill should be passed na, basic rights are not special privileges']"
"grabe ang gender-based violence, marami pang nangyayari na hindi nire-report","['grabe ang gender-based violence, marami pang nangyayari na hindi nire-report']"
"sana mas maraming women in leadership positions, they bring a different perspective","['sana mas maraming women in leadership positions, they bring a different perspective']"
"yung victim-blaming culture is toxic, we need to change the narrative","['yung victim-blaming culture is toxic, we need to change the narrative']"
"grabe ang pay gap na still exists, equal work should mean equal pay","['grabe ang pay gap na still exists, equal work should mean equal pay']"
"I was harassed once and I know how hard it is to speak up, support survivors","['I was harassed once and I know how hard it is to speak up, support survivors']"
"sana lumago ang awareness sa gender issues, hindi lang sa social media kundi sa ugali","['sana lumago ang awareness sa gender issues, hindi lang sa social media kundi sa ugali']"
"hindi ko akalain na ganito ang mangyayari, shocked talaga ako sa balita","['hindi ko akalain na ganito ang mangyayari, shocked talaga ako sa balita']"
"yung video went viral for a reason, can we talk about the actual issue and not the drama","['yung video went viral for a reason, can we talk about the actual issue and not the drama']"
"I don't usually comment pero this one is important, need to speak up","['I don't usually comment', 'pero this one is important, need to speak up']"
"grabe ang gaslighting sa mga nagsasalita ng katotohanan, stay strong sa mga brave souls","['grabe ang gaslighting sa mga nagsasalita ng katotohanan, stay strong sa mga brave souls']"
"nakakaiyak ang mga testimonya ng mga biktima, we have to do better as a society","['nakakaiyak ang mga testimonya ng mga biktima, we have to do better as a society']"
"I shared this to my contacts, sana makarating sa tamang tao","['I shared this to my contacts, sana makarating sa tamang tao']"
"grabe ang number of people affected, this is bigger than most people realize","['grabe ang number of people affected, this is bigger than most people realize']"
"hindi na tayo pwede mag-stay silent sa mga ganyang bagay, we have to act","['hindi na tayo pwede mag-stay silent sa mga ganyang bagay, we have to act']"
"yung issue na ito ay hindi bago, it's been happening for years walang aksyon","['yung issue na ito ay hindi bago, it's been happening for years walang aksyon']"
"sana may mabago talaga, hindi lang trending tapos nakalimutan na","['sana may mabago talaga, hindi lang trending', 'tapos nakalimutan na']"
I've been following this story and the truth is more complicated than the headlines,['I've been following this story and the truth is more complicated than the headlines']
"grabe ang media bias, depends sa kung sinong nagtatago ng advertisement","['grabe ang media bias, depends sa kung sinong nagtatago ng advertisement']"
"nakakainis yung selective outrage ng mga tao, consistent ka kaya","['nakakainis yung selective outrage ng mga tao, consistent ka', 'kaya']"
I think we all need to educate ourselves more bago mag-share ng content,['I think we all need to educate ourselves more bago mag-share ng content']
"grabe ang power of collective action, we proved that we can make a difference","['grabe ang power of collective action, we proved that we can make a difference']"
"hindi lang ang iboto mo ang mahalaga, yung partisipasyon mo sa society ang mas important","['hindi lang ang iboto mo ang mahalaga, yung partisipasyon mo sa society ang mas important']"
"nakakatawa na rin kasi nakakaiyak, classic Filipino coping mechanism","['nakakatawa na rin', 'kasi nakakaiyak, classic Filipino coping mechanism']"
I'm exhausted by the news cycle pero di rin tayo pwedeng mag-disengage,"['I'm exhausted by the news cycle', 'pero di rin tayo pwedeng mag-disengage']"
"grabe kung isipin mo na mga bata pa lang sila, ang daming naghihintay na sa kanila","['grabe kung isipin mo na mga bata pa lang sila, ang daming naghihintay na sa kanila']"
sana dumating ang araw na walang dapat pag-usapan na ganitong klase ng balita,['sana dumating ang araw na walang dapat pag-usapan na ganitong klase ng balita']
this country deserves better at tayo mismo ang magbabago nito,['this country deserves better at tayo mismo ang magbabago nito']
"grabe ang loob ng mga nagsasalita para sa katotohanan, saludo ako sa kanila","['grabe ang loob ng mga nagsasalita para sa katotohanan, saludo ako sa kanila']"
I don't always agree pero I respect those who stand up for what they believe in,"['I don't always agree', 'pero I respect those who stand up for what they believe in']"
"nakakaiyak ang mga ganoong sitwasyon, pero I believe we can get through this","['nakakaiyak ang mga ganoong sitwasyon, pero I believe we can get through this']"
"ang Pilipino ay matibay, we've been through so much and we're still standing","['ang Pilipino ay matibay, we've been through so much and we're still standing']"
grabe ang dami pang dapat ayusin pero hindi ibig sabihin na wala tayong pag-asa,"['grabe ang dami pang dapat ayusin', 'pero hindi ibig sabihin na wala tayong pag-asa']"
sana makita ng susunod na henerasyon ang mas magandang Pilipinas,['sana makita ng susunod na henerasyon ang mas magandang Pilipinas']
"I choose to stay hopeful, kahit mahirap minsan, still believe in this country","['I choose to stay hopeful, kahit mahirap minsan, still believe in this country']"
"nagtatapos man ang balita sa negatibo, lagi may Pilipino na nagsisikap para sa iba","['nagtatapos man ang balita sa negatibo, lagi may Pilipino na nagsisikap para sa iba']"
"grabe ang lakas ng Filipino spirit, we will get through this together","['grabe ang lakas ng Filipino spirit, we will get through this together']"
hindi easy ang daan pasulong pero we have no choice but to keep moving forward💚,"['hindi easy ang daan pasulong', 'pero we have no choice but to keep moving forward💚']"
"I'm proud to be Filipino, flaws and all. mahal ko ang bansang ito","['I'm proud to be Filipino, flaws and all. mahal ko ang bansang ito']"
sana mas maraming nagmamahal at nagbibigay ng oras para sa bansa natin,['sana mas maraming nagmamahal at nagbibigay ng oras para sa bansa natin']
"grabe yung nangyari sa Cebu ngayon, praying for everyone affected","['grabe yung nangyari sa Cebu ngayon, praying for everyone affected']"
nakakainis na paulit-ulit ang same issues tapos wala ring nagbabago sa sistema,"['nakakainis na paulit-ulit ang same issues', 'tapos wala ring nagbabago sa sistema']"
I think people should stop blaming each other at focus sa solusyon na,['I think people should stop blaming each other at focus sa solusyon na']
"yung viral na yon ay overblown ng media, may mas importanteng balita","['yung viral na yon ay overblown ng media, may mas importanteng balita']"
"grabe ang lakas ng loob ng whistleblowers, risking everything para sa katotohanan","['grabe ang lakas ng loob ng whistleblowers, risking everything para sa katotohanan']"
"hindi ko gets bakit ang daming nagtatanggol sa mga corrupt officials, parang stockholm syndrome","['hindi ko gets bakit ang daming nagtatanggol sa mga corrupt officials, parang stockholm syndrome']"
I've been living abroad for 5 years and every time I read Pinoy news naiinis ako,['I've been living abroad for 5 years and every time I read Pinoy news naiinis ako']
ang dami nating potential as a country pero ang dami ring hinahadlangan tayo,"['ang dami nating potential as a country', 'pero ang dami ring hinahadlangan tayo']"
"grabe ang sacrifice ng mga frontliners, they deserve better compensation💚💚","['grabe ang sacrifice ng mga frontliners, they deserve better compensation💚💚']"
nakakatuwa pa rin ang humor ng mga Pilipino kahit sa pinaka-mahirap na sitwasyon,['nakakatuwa pa rin ang humor ng mga Pilipino kahit sa pinaka-mahirap na sitwasyon']
"I don't understand why we keep electing the same families, dynasty politics is a disease","['I don't understand why we keep electing the same families, dynasty politics is a disease']"
"grabe ang nepotism sa gobyerno, parang family business lang ang turing nila sa bansa","['grabe ang nepotism sa gobyerno, parang family business lang ang turing nila sa bansa']"
"sana maging mas critical ang mga voters, hindi lang pamilyar na pangalan ang basehan","['sana maging mas critical ang mga voters, hindi lang pamilyar na pangalan ang basehan']"
ang issue na ito ay may deeper root cause na dapat i-address hindi lang ang symptoms,['ang issue na ito ay may deeper root cause na dapat i-address hindi lang ang symptoms']
"grabe ang propaganda machinery ng iilang politiko, ilang beses pa nilang uulitin ang kasinungalingan","['grabe ang propaganda machinery ng iilang politiko, ilang beses pa nilang uulitin ang kasinungalingan']"
"I'm hopeful na may mga honest officials pa rin, we just need to support them","['I'm hopeful na may mga honest officials pa rin, we just need to support them']"
"nakakaiyak ang mga stories ng mga bata na gutom, in a country na mayaman sa likas yaman","['nakakaiyak ang mga stories ng mga bata na gutom, in a country na mayaman sa likas yaman']"
"grabe ang inequality, the rich are getting richer and the poor are struggling more","['grabe ang inequality, the rich are getting richer and the poor are struggling more']"
"sana may universal basic income tayo, just to ensure no one goes hungry","['sana may universal basic income tayo, just to ensure no one goes hungry']"
yung debate sa economics ay complex pero the basic question is para kanino ang growth?,"['yung debate sa economics ay complex', 'pero the basic question is para kanino ang growth?']"
"grabe ang traffic sa provincial roads din, hindi lang sa Metro Manila ang problema","['grabe ang traffic sa provincial roads din, hindi lang sa Metro Manila ang problema']"
"nakakainis ang corrupt tollway operators, binabayaran mo ng mahal tapos palpak pa","['nakakainis ang corrupt tollway operators, binabayaran mo ng mahal', 'tapos palpak pa']"
I commute 4 hours every day and it's destroying my mental health,['I commute 4 hours every day and it's destroying my mental health']
"grabe ang buhay ng tricycle drivers, they earn so little pero risk ang buhay nila","['grabe ang buhay ng tricycle drivers, they earn so little', 'pero risk ang buhay nila']"
"sana mag-invest ang gobyerno sa rail infrastructure, game changer yan","['sana mag-invest ang gobyerno sa rail infrastructure, game changer yan']"
yung tanim bala at airport corruption is embarrassing for the country,['yung tanim bala at airport corruption is embarrassing for the country']
"grabe ang pasaporte issue, mahirap kumuha at matagal pa ang proseso","['grabe ang pasaporte issue, mahirap kumuha at matagal pa ang proseso']"
"nakakainis na walang efficient na government services, digitalize na kaya","['nakakainis na walang efficient na government services, digitalize na', 'kaya']"
"I had to fix a birth certificate and it took months, sakit sa ulo","['I had to fix a birth certificate and it took months, sakit sa ulo']"
"grabe ang red tape sa gobyerno, simpleng transaksyon tapos araw-araw ka pupunta","['grabe ang red tape sa gobyerno, simpleng transaksyon', 'tapos araw-araw ka pupunta']"
"sana ma-streamline ang mga government processes, para mas accessible sa lahat","['sana ma-streamline ang mga government processes, para mas accessible sa lahat']"
"yung news about the fishermen is heartbreaking, they're just doing their job","['yung news about the fishermen is heartbreaking, they're just doing their job']"
"grabe ang harassment ng foreign vessels sa ating territorial waters, kailan pa tayo aaksyon","['grabe ang harassment ng foreign vessels sa ating territorial waters, kailan pa tayo aaksyon']"
"nakakainis ang diplomatic doublespeak, just say what the actual policy is","['nakakainis ang diplomatic doublespeak, just say what the actual policy is']"
"I support our fishermen, they deserve protection and a livelihood","['I support our fishermen, they deserve protection and a livelihood']"
"grabe ang issue sa West Philippine Sea, hindi ito dapat politikado","['grabe ang issue sa West Philippine Sea, hindi ito dapat politikado']"
"sana may malakas na foreign policy tayo, independent and principled","['sana may malakas na foreign policy tayo, independent and principled']"
"yung historical revisionism is a problem, we can't fix what we don't acknowledge","['yung historical revisionism is a problem, we can't fix what we don't acknowledge']"
"grabe ang gaslighting ng mga apologist ng martial law, alam ng victims kung ano nangyari","['grabe ang gaslighting ng mga apologist ng martial law, alam ng victims kung ano nangyari']"
